airline,source,destination,duration,total_stops,additional_info,price,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year
Indigo,mumbai,hyderabad,90,0,no info,2754,19,5,3,6,2019
Multiple Carriers,delhi,cochin,690,1,no info,9315,7,30,9,5,2019
Multiple Carriers,delhi,cochin,530,1,no info,11667,10,0,27,3,2019
Jet Airways,kolkata,banglore,1215,1,in-flight meal not included,6224,8,25,12,6,2019
Air India,kolkata,banglore,1210,2,no info,13349,9,25,24,3,2019
Jet Airways,banglore,new delhi,965,1,in-flight meal not included,11087,16,55,18,3,2019
Multiple Carriers,delhi,cochin,755,1,no info,15603,13,0,6,3,2019
Jet Airways,delhi,cochin,1025,2,no info,15129,19,30,9,5,2019
Indigo,banglore,delhi,180,0,no info,4823,16,55,9,4,2019
Vistara,kolkata,banglore,930,1,no info,8452,7,10,1,5,2019
Multiple Carriers,delhi,cochin,690,1,no info,12524,7,30,6,6,2019
Spicejet,chennai,kolkata,140,0,no info,3384,17,45,27,3,2019
Jet Airways,delhi,cochin,1425,1,in-flight meal not included,10262,19,15,1,6,2019
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,1965,13,15,18,6,2019
Indigo,kolkata,banglore,155,0,no info,4804,22,15,18,5,2019
Jet Airways,delhi,cochin,1485,1,no info,16079,18,15,27,5,2019
Jet Airways,delhi,cochin,1295,2,no info,13292,21,25,1,6,2019
Air Asia,delhi,cochin,330,1,no info,6751,7,55,9,5,2019
Air India,delhi,cochin,735,1,no info,8669,7,0,15,5,2019
Indigo,delhi,cochin,485,1,no info,14871,17,30,3,3,2019
Jet Airways,delhi,cochin,300,1,in-flight meal not included,12898,14,0,21,5,2019
Spicejet,banglore,delhi,170,0,no check-in baggage included,3919,9,30,6,6,2019
Multiple Carriers,delhi,cochin,385,1,no info,36983,12,50,1,3,2019
Indigo,chennai,kolkata,140,0,no info,3597,19,35,3,6,2019
Air India,banglore,new delhi,165,0,no info,10741,17,0,9,3,2019
Air India,kolkata,banglore,765,2,no info,11432,16,50,6,6,2019
Jet Airways,banglore,new delhi,950,1,in-flight meal not included,11087,18,55,12,3,2019
Jet Airways,delhi,cochin,1620,2,no info,13292,9,35,3,6,2019
Air India,delhi,cochin,1585,3,no info,10493,5,15,15,6,2019
Goair,banglore,new delhi,175,0,no info,7631,7,45,9,3,2019
Air India,delhi,cochin,1490,2,no info,13381,6,50,6,6,2019
Jet Airways,kolkata,banglore,520,1,no info,13731,20,0,6,6,2019
Air India,delhi,cochin,1545,2,no info,11911,5,55,21,5,2019
Indigo,banglore,delhi,170,0,no info,4591,23,30,18,4,2019
Multiple Carriers,delhi,cochin,375,1,no info,14848,13,0,3,6,2019
Multiple Carriers,delhi,cochin,630,1,no info,8266,8,45,12,6,2019
Air India,delhi,cochin,1560,2,no info,12392,17,15,18,5,2019
Jet Airways,kolkata,banglore,1025,1,no info,13044,18,55,12,6,2019
Jet Airways,delhi,cochin,1280,1,in-flight meal not included,12898,7,5,21,5,2019
Jet Airways,delhi,cochin,335,1,no info,12242,22,50,21,3,2019
Indigo,banglore,delhi,170,0,no info,3943,10,10,18,5,2019
Vistara,kolkata,banglore,1550,1,no info,11105,20,20,24,3,2019
Jet Airways,kolkata,banglore,730,1,no info,14388,21,10,12,5,2019
Jet Airways,delhi,cochin,1025,2,no info,13014,19,30,18,5,2019
Multiple Carriers,delhi,cochin,510,1,no info,15411,10,20,6,3,2019
Jet Airways,delhi,cochin,1385,1,no info,16289,19,45,9,3,2019
Indigo,delhi,cochin,560,1,no info,6442,6,50,15,5,2019
Jet Airways,kolkata,banglore,475,1,in-flight meal not included,10844,8,25,18,5,2019
Jet Airways,mumbai,hyderabad,90,0,no info,5678,10,20,18,5,2019
Indigo,banglore,delhi,170,0,no info,6906,23,30,12,4,2019
Spicejet,chennai,kolkata,135,0,no check-in baggage included,3543,9,45,21,5,2019
Jet Airways,delhi,cochin,600,1,no info,14714,9,0,6,6,2019
Vistara,banglore,new delhi,155,0,no info,11793,16,0,3,3,2019
Multiple Carriers,delhi,cochin,465,1,no info,14323,11,30,15,5,2019
Spicejet,banglore,delhi,175,0,no info,3971,21,10,9,4,2019
Vistara,kolkata,banglore,1580,1,no info,8452,20,20,6,5,2019
Vistara,banglore,delhi,160,0,no info,5403,7,0,12,4,2019
Multiple Carriers,delhi,cochin,660,1,no info,13727,10,0,9,5,2019
Air India,kolkata,banglore,1165,2,no info,12639,10,0,1,4,2019
Jet Airways,banglore,delhi,175,0,in-flight meal not included,5198,15,15,18,4,2019
Vistara,banglore,delhi,165,0,no info,4878,19,30,1,6,2019
Jet Airways,delhi,cochin,1395,1,in-flight meal not included,12373,19,45,18,5,2019
Multiple Carriers,delhi,cochin,540,1,in-flight meal not included,8552,7,10,3,3,2019
Vistara,delhi,cochin,190,0,no info,6741,14,40,21,4,2019
Multiple Carriers,delhi,cochin,385,1,no info,6481,12,50,9,4,2019
Multiple Carriers,delhi,cochin,520,1,no info,7354,10,35,6,6,2019
Air India,banglore,delhi,170,0,no info,5228,21,5,21,4,2019
Jet Airways,kolkata,banglore,740,1,in-flight meal not included,10844,8,25,12,5,2019
Indigo,delhi,cochin,320,1,no info,6347,6,50,18,5,2019
Air India,banglore,new delhi,240,1,no info,5013,8,15,15,3,2019
Jet Airways,kolkata,banglore,585,1,in-flight meal not included,9663,18,55,9,6,2019
Indigo,banglore,delhi,175,0,no info,4823,18,25,6,4,2019
Air India,delhi,cochin,1580,2,no info,13381,16,55,24,6,2019
Spicejet,chennai,kolkata,135,0,no check-in baggage included,3543,9,45,1,6,2019
Jet Airways,kolkata,banglore,585,1,in-flight meal not included,9663,18,55,15,5,2019
Jet Airways,kolkata,banglore,1495,1,in-flight meal not included,7064,18,55,1,4,2019
Jet Airways,delhi,cochin,715,1,in-flight meal not included,10262,7,5,9,6,2019
Air India,delhi,cochin,500,2,no info,13013,10,55,1,6,2019
Jet Airways,delhi,cochin,1045,2,no info,15339,19,10,27,6,2019
Goair,banglore,delhi,170,0,no info,4937,11,40,18,4,2019
Indigo,delhi,cochin,425,1,no info,6818,5,5,6,6,2019
Air India,delhi,cochin,1275,2,no info,10441,22,0,18,5,2019
Jet Airways,delhi,cochin,300,1,in-flight meal not included,5177,14,0,3,4,2019
Indigo,chennai,kolkata,145,0,no info,3858,11,35,27,6,2019
Indigo,kolkata,banglore,315,1,no info,6534,21,0,18,5,2019
Multiple Carriers,delhi,cochin,910,1,no info,6795,10,20,15,6,2019
Multiple Carriers,delhi,cochin,705,1,no info,9736,7,30,3,6,2019
Jet Airways,banglore,delhi,180,0,no info,7229,19,50,1,5,2019
Spicejet,delhi,cochin,295,1,no info,4957,17,55,24,4,2019
Indigo,banglore,new delhi,165,0,no info,7648,6,0,9,3,2019
Spicejet,kolkata,banglore,150,0,no info,3873,14,55,15,6,2019
Jet Airways,kolkata,banglore,585,1,no info,14388,18,55,12,5,2019
Indigo,kolkata,banglore,160,0,no info,5618,17,15,6,3,2019
Multiple Carriers,delhi,cochin,390,1,no info,7408,19,0,9,6,2019
Air Asia,delhi,cochin,330,1,no info,13774,16,45,3,3,2019
Vistara,banglore,delhi,160,0,no info,4668,7,0,3,5,2019
Jet Airways,delhi,cochin,2045,2,no info,13082,18,20,21,3,2019
Air India,delhi,cochin,925,1,no info,8669,3,50,3,6,2019
Indigo,delhi,cochin,570,1,no info,6316,16,0,24,6,2019
Jet Airways,delhi,cochin,365,1,in-flight meal not included,12583,22,20,6,3,2019
Vistara,banglore,new delhi,160,0,no info,7923,16,10,9,3,2019
Goair,delhi,cochin,350,1,no info,7378,7,0,3,3,2019
Vistara,banglore,delhi,165,0,no info,4878,19,30,3,6,2019
Jet Airways,kolkata,banglore,1640,1,in-flight meal not included,10844,16,30,18,5,2019
Jet Airways,banglore,delhi,180,0,no info,7229,8,20,3,4,2019
Spicejet,delhi,cochin,315,1,no info,6297,6,5,21,5,2019
Jet Airways,kolkata,banglore,960,1,in-flight meal not included,8529,20,0,12,6,2019
Multiple Carriers,delhi,cochin,420,1,no info,13727,14,0,18,5,2019
Spicejet,kolkata,banglore,520,1,no info,6643,8,35,24,5,2019
Multiple Carriers,delhi,cochin,540,1,no info,10197,10,0,9,5,2019
Spicejet,kolkata,banglore,140,0,no info,4911,22,20,21,4,2019
Indigo,chennai,kolkata,140,0,no info,6482,5,15,6,3,2019
Jet Airways,banglore,new delhi,380,1,no info,26890,8,55,1,3,2019
Indigo,kolkata,banglore,265,1,no info,3717,19,20,18,5,2019
Indigo,chennai,kolkata,140,0,no info,3597,13,15,1,6,2019
Air India,banglore,new delhi,665,2,no info,10846,11,5,18,3,2019
Air India,banglore,new delhi,1015,1,no info,14069,5,50,1,3,2019
Jet Airways,delhi,cochin,825,1,in-flight meal not included,5177,22,50,1,4,2019
Air India,delhi,cochin,1545,2,no info,14641,5,55,6,3,2019
Indigo,delhi,cochin,835,1,no info,6442,8,35,6,6,2019
Air India,delhi,cochin,315,1,no info,5704,17,45,21,3,2019
Jet Airways,kolkata,banglore,1155,1,in-flight meal not included,9663,14,5,6,5,2019
Jet Airways,delhi,cochin,450,1,no info,14714,20,55,6,6,2019
Jet Airways,delhi,cochin,540,1,in-flight meal not included,5406,10,0,1,4,2019
Vistara,kolkata,banglore,1440,1,no info,8610,20,20,15,5,2019
Jet Airways,delhi,cochin,1090,2,no info,14237,18,25,12,6,2019
Indigo,banglore,delhi,175,0,no info,4823,7,10,9,6,2019
Indigo,mumbai,hyderabad,90,0,no info,2227,20,5,27,3,2019
Jet Airways,delhi,cochin,1280,1,in-flight meal not included,12373,7,5,18,5,2019
Air India,delhi,cochin,375,1,no info,8372,13,0,6,6,2019
Jet Airways,delhi,cochin,870,1,no info,17024,13,55,3,3,2019
Air India,mumbai,hyderabad,80,0,no info,3100,21,5,27,5,2019
Jet Airways,delhi,cochin,775,1,in-flight meal not included,14053,6,50,9,3,2019
Indigo,chennai,kolkata,145,0,no info,3540,5,15,9,5,2019
Vistara,kolkata,banglore,1350,1,no info,9345,20,20,21,5,2019
Jet Airways,delhi,cochin,1375,2,in-flight meal not included,10368,5,30,1,6,2019
Jet Airways,banglore,new delhi,325,1,no info,26890,7,0,1,3,2019
Spicejet,mumbai,hyderabad,85,0,no info,5755,8,50,9,3,2019
Jet Airways,banglore,new delhi,435,1,in-flight meal not included,7832,8,55,21,3,2019
Jet Airways,kolkata,banglore,740,1,no info,14388,8,25,6,5,2019
Air India,delhi,cochin,1210,2,no info,8839,13,15,27,6,2019
Air India,delhi,cochin,1275,2,no info,22096,22,0,3,3,2019
Vistara,chennai,kolkata,135,0,no info,3687,7,5,27,5,2019
Multiple Carriers,delhi,cochin,630,1,no info,9627,8,30,15,5,2019
Multiple Carriers,delhi,cochin,845,1,no info,13542,11,30,21,3,2019
Indigo,banglore,delhi,170,0,no info,4423,4,0,27,4,2019
Indigo,delhi,cochin,985,2,no info,8899,4,55,3,3,2019
Spicejet,delhi,cochin,315,1,no info,5583,6,5,21,4,2019
Air Asia,delhi,cochin,830,1,no info,6752,16,45,27,5,2019
Spicejet,chennai,kolkata,135,0,no check-in baggage included,3543,8,20,21,5,2019
Jet Airways,banglore,new delhi,435,1,in-flight meal not included,7832,8,0,21,3,2019
Air India,kolkata,banglore,1625,2,no info,10991,5,50,1,5,2019
Jet Airways,delhi,cochin,1655,1,in-flight meal not included,12898,9,0,27,5,2019
Jet Airways,delhi,cochin,300,1,in-flight meal not included,12898,14,0,27,5,2019
Goair,banglore,delhi,170,0,no info,3398,11,40,24,5,2019
Air India,delhi,cochin,170,0,no info,5201,5,10,24,4,2019
Air India,kolkata,banglore,920,2,no info,13873,10,0,6,5,2019
Air India,delhi,cochin,320,1,no info,7384,17,40,15,6,2019
Jet Airways,delhi,cochin,610,1,in-flight meal not included,10262,18,15,6,6,2019
Jet Airways,kolkata,banglore,1655,1,in-flight meal not included,10031,8,25,24,3,2019
Jet Airways,kolkata,banglore,575,1,in-flight meal not included,12384,9,35,6,5,2019
Jet Airways,kolkata,banglore,1690,1,in-flight meal not included,7757,14,5,9,5,2019
Jet Airways,banglore,new delhi,840,1,no info,17261,21,25,6,3,2019
Spicejet,chennai,kolkata,155,0,no info,7298,9,30,1,3,2019
Jet Airways,banglore,delhi,175,0,no info,7229,15,15,6,4,2019
Indigo,kolkata,banglore,155,0,no info,4174,4,40,1,4,2019
Indigo,kolkata,banglore,280,1,no info,5699,17,35,18,5,2019
Air India,kolkata,banglore,150,0,no info,4880,14,15,24,4,2019
Air India,delhi,cochin,675,1,no info,15284,8,0,6,3,2019
Jet Airways,kolkata,banglore,475,1,no info,13759,8,25,24,3,2019
Vistara,kolkata,banglore,530,1,no info,16092,9,55,24,3,2019
Indigo,mumbai,hyderabad,85,0,no info,4392,6,20,9,3,2019
Jet Airways,delhi,cochin,940,1,in-flight meal not included,10262,20,55,24,6,2019
Spicejet,kolkata,banglore,155,0,no check-in baggage included,3841,6,55,12,6,2019
Goair,banglore,delhi,175,0,no info,5048,7,45,1,6,2019
Air India,kolkata,banglore,805,1,no info,11096,7,0,21,5,2019
Indigo,delhi,cochin,275,1,no info,5073,7,35,24,4,2019
Jet Airways,delhi,cochin,1110,1,no info,19828,9,55,3,3,2019
Vistara,chennai,kolkata,135,0,no info,3739,7,5,21,3,2019
Air India,delhi,cochin,2295,2,no info,10598,5,0,9,3,2019
Jet Airways,banglore,delhi,185,0,in-flight meal not included,7229,18,55,15,6,2019
Vistara,kolkata,banglore,1550,1,no info,8610,17,0,1,4,2019
Vistara,delhi,cochin,190,0,no info,6216,14,40,9,5,2019
Air India,banglore,delhi,170,0,no info,6961,13,20,9,6,2019
Jet Airways,kolkata,banglore,690,1,in-flight meal not included,10703,9,35,6,5,2019
Jet Airways,kolkata,banglore,395,1,no info,14151,17,0,15,5,2019
Jet Airways,kolkata,banglore,1655,1,in-flight meal not included,8586,6,30,9,5,2019
Indigo,kolkata,banglore,155,0,no info,4488,20,20,12,4,2019
Multiple Carriers,delhi,cochin,450,1,no info,7408,18,0,15,6,2019
Jet Airways,delhi,cochin,195,0,in-flight meal not included,5443,11,0,18,4,2019
Jet Airways,kolkata,banglore,575,1,in-flight meal not included,10539,9,35,12,6,2019
Multiple Carriers,delhi,cochin,750,1,no info,7723,13,0,1,6,2019
Multiple Carriers,delhi,cochin,680,1,no info,15411,7,30,6,3,2019
Jet Airways,banglore,delhi,180,0,no info,7229,7,10,21,5,2019
Indigo,kolkata,banglore,155,0,no info,4804,20,20,21,6,2019
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,4050,2,55,3,3,2019
Jet Airways,kolkata,banglore,1570,1,no info,14151,17,0,18,5,2019
Spicejet,delhi,cochin,295,1,no info,4957,17,55,6,4,2019
Air India,banglore,new delhi,165,0,no info,7591,21,10,3,3,2019
Jet Airways,kolkata,banglore,520,1,in-flight meal not included,11134,13,55,24,3,2019
Indigo,delhi,cochin,425,1,no info,6600,5,5,27,5,2019
Air India,banglore,new delhi,165,0,no info,4966,21,10,9,3,2019
Air India,delhi,cochin,1490,2,no info,15481,6,50,1,6,2019
Spicejet,kolkata,banglore,140,0,no info,5515,22,20,1,3,2019
Jet Airways,delhi,cochin,660,1,no info,14714,8,0,15,6,2019
Goair,delhi,cochin,540,1,no info,4959,10,35,15,6,2019
Jet Airways,banglore,delhi,175,0,no info,7229,11,10,21,4,2019
Air India,delhi,cochin,185,0,no info,6094,18,5,15,5,2019
Air Asia,kolkata,banglore,155,0,no info,4409,10,20,24,4,2019
Multiple Carriers,delhi,cochin,780,1,no info,9794,6,0,18,5,2019
Jet Airways,mumbai,hyderabad,85,0,no info,5678,2,55,3,4,2019
Indigo,delhi,cochin,455,1,no info,6442,8,35,15,6,2019
Vistara,banglore,delhi,160,0,no info,4878,7,0,18,5,2019
Jet Airways,kolkata,banglore,775,1,in-flight meal not included,12446,21,10,24,3,2019
Jet Airways,delhi,cochin,1760,2,no info,16704,23,5,9,5,2019
Jet Airways,banglore,new delhi,300,1,in-flight meal not included,9134,5,45,15,3,2019
Jet Airways,kolkata,banglore,520,1,in-flight meal not included,8586,20,0,15,5,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,7229,7,10,1,6,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,6144,7,10,21,4,2019
Air India,banglore,delhi,165,0,no info,6961,10,0,18,5,2019
Jet Airways,kolkata,banglore,730,1,in-flight meal not included,10844,16,30,9,5,2019
Indigo,chennai,kolkata,140,0,no info,3597,19,35,21,5,2019
Spicejet,banglore,new delhi,475,1,no info,7139,10,20,21,3,2019
Air India,mumbai,hyderabad,1775,2,no info,25139,9,40,6,3,2019
Jet Airways,delhi,cochin,1615,2,in-flight meal not included,10368,9,40,1,6,2019
Air India,delhi,cochin,765,1,no info,5117,20,40,6,4,2019
Multiple Carriers,delhi,cochin,455,1,no info,9211,11,40,18,5,2019
Spicejet,kolkata,banglore,150,0,no info,4174,17,10,15,4,2019
Multiple Carriers,delhi,cochin,705,1,no info,10786,7,30,27,5,2019
Jet Airways,banglore,new delhi,1420,1,in-flight meal not included,9134,8,0,15,3,2019
Jet Airways,delhi,cochin,830,2,no info,13376,14,35,1,6,2019
Air India,banglore,new delhi,770,1,no info,6955,22,0,21,3,2019
Jet Airways,kolkata,banglore,590,1,in-flight meal not included,10844,8,25,9,5,2019
Air Asia,kolkata,banglore,150,0,no info,3807,19,55,1,4,2019
Jet Airways,kolkata,banglore,1315,1,in-flight meal not included,9663,14,5,1,5,2019
Jet Airways,delhi,cochin,1570,1,in-flight meal not included,12373,2,15,9,5,2019
Spicejet,banglore,delhi,175,0,no info,4991,21,10,1,5,2019
Air India,delhi,cochin,1215,1,no info,6745,23,0,21,3,2019
Jet Airways,delhi,cochin,1210,1,in-flight meal not included,10262,22,50,15,6,2019
Jet Airways,delhi,cochin,655,1,in-flight meal not included,6540,17,30,27,3,2019
Spicejet,kolkata,banglore,150,0,no info,3873,17,10,6,4,2019
Jet Airways,delhi,cochin,1270,1,no info,15554,21,50,9,5,2019
Indigo,kolkata,banglore,155,0,no info,4804,20,20,27,5,2019
Jet Airways,delhi,cochin,1240,1,in-flight meal not included,7438,23,5,27,3,2019
Air Asia,banglore,delhi,170,0,no info,6181,4,55,3,5,2019
Multiple Carriers,delhi,cochin,390,1,no info,9424,19,0,1,5,2019
Air India,banglore,new delhi,1800,2,no info,12725,17,25,12,3,2019
Air India,banglore,new delhi,790,1,no info,6046,8,15,15,3,2019
Spicejet,banglore,delhi,175,0,no info,3971,21,10,15,6,2019
Jet Airways,kolkata,banglore,1080,1,no info,12692,20,25,6,6,2019
Indigo,delhi,cochin,480,1,no info,7451,14,20,6,3,2019
Jet Airways,banglore,new delhi,525,1,no info,13817,22,55,12,3,2019
Jet Airways,kolkata,banglore,750,1,in-flight meal not included,10703,9,35,6,5,2019
Jet Airways,banglore,new delhi,800,1,no info,13817,21,25,12,3,2019
Jet Airways,banglore,new delhi,370,1,no info,27210,22,55,15,3,2019
Jet Airways,kolkata,banglore,450,1,no info,13941,21,10,18,5,2019
Air India,banglore,new delhi,1155,1,no info,10246,17,0,1,3,2019
Indigo,kolkata,banglore,155,0,no info,4804,17,15,6,5,2019
Air Asia,kolkata,banglore,720,1,no info,6810,22,40,6,6,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,5198,8,20,1,5,2019
Vistara,banglore,delhi,170,0,no info,5613,21,0,3,5,2019
Indigo,mumbai,hyderabad,85,0,no info,4784,21,20,3,3,2019
Jet Airways,delhi,cochin,1385,1,in-flight meal not included,5406,19,45,21,3,2019
Air India,banglore,delhi,170,0,no info,5228,13,20,27,4,2019
Jet Airways,delhi,cochin,1325,1,in-flight meal not included,12898,20,55,27,5,2019
Air India,chennai,kolkata,135,0,no info,4667,11,40,15,6,2019
Jet Airways,kolkata,banglore,345,1,no info,14781,14,5,21,5,2019
Vistara,banglore,delhi,170,0,no info,5403,9,45,21,4,2019
Jet Airways,kolkata,banglore,570,1,in-flight meal not included,9899,14,5,12,6,2019
Jet Airways,delhi,cochin,535,2,in-flight meal not included,13029,19,30,21,5,2019
Vistara,kolkata,banglore,1065,1,no info,9187,17,0,18,5,2019
Indigo,banglore,delhi,170,0,no info,4823,20,0,24,5,2019
Air India,delhi,cochin,1305,2,no info,8665,21,30,27,3,2019
Indigo,delhi,cochin,755,1,no info,14871,8,25,6,3,2019
Indigo,mumbai,hyderabad,90,0,no info,4049,6,25,21,6,2019
Air India,chennai,kolkata,135,0,no info,4667,11,40,12,6,2019
Indigo,kolkata,banglore,235,1,no info,4226,19,55,9,4,2019
Air India,banglore,new delhi,165,0,no info,7591,6,10,3,3,2019
Jet Airways,banglore,new delhi,450,1,no info,19225,5,45,6,3,2019
Jet Airways,delhi,cochin,1040,1,in-flight meal not included,12898,19,15,27,5,2019
Indigo,mumbai,hyderabad,90,0,no info,2754,12,0,9,6,2019
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,1965,13,15,3,5,2019
Air India,kolkata,banglore,1830,2,no info,12835,16,45,24,3,2019
Jet Airways,banglore,new delhi,300,1,no info,52229,5,45,1,3,2019
Multiple Carriers,delhi,cochin,675,1,no info,14533,8,0,15,5,2019
Vistara,banglore,delhi,170,0,no info,4668,9,45,24,6,2019
Jet Airways,delhi,cochin,1145,1,no info,11822,17,30,9,4,2019
Jet Airways,delhi,cochin,395,1,in-flight meal not included,6017,21,50,27,3,2019
Jet Airways,delhi,cochin,450,1,no info,14714,11,30,9,6,2019
Spicejet,chennai,kolkata,135,0,no info,3597,8,20,9,6,2019
Air Asia,banglore,delhi,165,0,no info,3383,11,10,24,4,2019
Air India,kolkata,banglore,765,2,no info,11642,16,50,18,5,2019
Vistara,banglore,delhi,170,0,no info,5403,21,0,27,4,2019
Air India,delhi,cochin,1595,2,no info,14221,16,40,3,3,2019
Jet Airways,kolkata,banglore,775,1,in-flight meal not included,8586,21,10,18,5,2019
Indigo,mumbai,hyderabad,90,0,no info,4049,9,10,12,6,2019
Jet Airways,delhi,cochin,520,1,in-flight meal not included,10262,19,45,3,6,2019
Multiple Carriers,delhi,cochin,840,1,no info,7888,7,0,21,5,2019
Air India,delhi,cochin,1410,2,no info,8236,19,45,21,3,2019
Air India,delhi,cochin,1795,2,no info,12961,13,20,6,6,2019
Jet Airways,kolkata,banglore,1330,1,in-flight meal not included,8586,6,30,9,5,2019
Indigo,kolkata,banglore,290,1,no info,5279,8,10,18,5,2019
Goair,banglore,delhi,165,0,no info,3419,20,55,18,6,2019
Jet Airways,delhi,cochin,810,2,no info,13292,5,30,15,6,2019
Jet Airways,kolkata,banglore,800,1,no info,13067,20,25,15,5,2019
Indigo,chennai,kolkata,140,0,no info,3597,13,15,3,5,2019
Jet Airways,delhi,cochin,715,1,no info,15554,7,5,18,5,2019
Indigo,delhi,cochin,310,1,no info,6027,17,5,15,5,2019
Jet Airways,kolkata,banglore,705,1,no info,14781,6,30,9,5,2019
Indigo,banglore,delhi,180,0,no info,3943,21,15,27,5,2019
Goair,delhi,cochin,370,1,no info,5842,7,25,12,6,2019
Indigo,chennai,kolkata,140,0,no info,4326,5,15,15,3,2019
Multiple Carriers,delhi,cochin,645,1,no info,8937,8,30,1,6,2019
Air India,chennai,kolkata,135,0,no info,3670,11,40,21,3,2019
Indigo,banglore,delhi,175,0,no info,4823,18,25,18,6,2019
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,2071,19,35,3,4,2019
Multiple Carriers,delhi,cochin,455,1,in-flight meal not included,6093,14,55,27,6,2019
Vistara,kolkata,banglore,1595,1,no info,11682,20,20,24,3,2019
Indigo,banglore,new delhi,285,1,no info,7774,5,25,3,3,2019
